Property_ID,City,Locality,Property_Type,BHK,Bathrooms,Super_Builtup_Area_sqft,Carpet_Area_sqft,Floor,Total_Floors,Property_Age,Furnishing,Parking,Distance_to_Metro_km,Nearby_Schools,Nearby_Hospitals,Amenities_Score,House_Price_INR
13812,Hyderabad,Kukatpally,Apartment,5,5,3732,3334,8,33,13,Semi-Furnished,1,6.1,1,7,8,40063427
13813,Kolkata,New Town,Apartment,4,5,2410,2176,30,35,11,Semi-Furnished,1,15.4,6,5,4,18404340
13814,Ahmedabad,Bopal,Villa,3,3,4093,3415,19,23,30,Unfurnished,2,2.7,3,1,2,38043856
13815,Kolkata,Alipore,Apartment,3,4,2876,2377,24,38,22,Furnished,2,17.3,10,5,5,18690897
13816,Mumbai,Andheri,Apartment,3,3,2421,2009,7,23,20,Unfurnished,1,17.1,8,1,5,26871776
13817,Mumbai,Powai,Apartment,2,3,928,843,15,39,27,Furnished,0,14.9,7,3,10,10922738
13818,Bengaluru,Electronic City,Builder Floor,6,5,611,534,2,19,21,Semi-Furnished,1,17.9,4,9,10,8292869
13819,Pune,Hinjewadi,Builder Floor,5,5,2817,2642,3,27,20,Semi-Furnished,1,0.5,9,6,5,31906650
13820,Chennai,Adyar,Apartment,4,3,2334,2125,30,35,29,Unfurnished,0,6.7,7,6,10,16406771
13821,Delhi,Saket,Apartment,5,4,1035,900,22,38,7,Unfurnished,3,17.0,9,8,8,14142325
13822,Chennai,Velachery,Apartment,5,5,2855,2171,23,33,13,Furnished,2,2.8,8,6,6,34033053
13823,Mumbai,Powai,Apartment,6,5,515,443,29,34,19,Unfurnished,1,9.6,9,2,3,7504219
13824,Pune,Wakad,Villa,4,4,2651,2005,0,27,12,Unfurnished,0,6.4,4,4,6,45168508
13825,Chennai,Adyar,Apartment,6,5,4463,3746,25,38,26,Semi-Furnished,2,13.7,10,3,7,41679122
13826,Mumbai,Borivali,Apartment,1,1,1751,1520,0,12,25,Unfurnished,0,7.5,10,7,6,17737566
13827,Pune,Baner,Apartment,4,5,2689,2526,21,33,16,Semi-Furnished,1,10.4,9,7,9,26309661
13828,Pune,Kharadi,Apartment,5,5,1077,1000,25,30,29,Semi-Furnished,1,10.4,4,3,10,8539837
13829,Delhi,Saket,Villa,3,4,2565,2158,19,36,15,Unfurnished,0,16.4,8,9,1,45276318
13830,Ahmedabad,Navrangpura,Villa,6,7,2373,1949,18,21,6,Furnished,0,18.6,5,2,8,42761619
13831,Mumbai,Borivali,Villa,6,6,2971,2598,10,26,14,Semi-Furnished,0,11.2,10,8,2,89006481
13832,Hyderabad,Madhapur,Apartment,6,7,1620,1268,6,22,7,Furnished,0,19.5,7,1,9,21518622
13833,Ahmedabad,SG Highway,Apartment,6,6,530,441,20,35,27,Semi-Furnished,2,4.7,5,6,3,3787826
13834,Chennai,Anna Nagar,Apartment,4,3,2521,2357,22,31,10,Semi-Furnished,1,6.4,5,2,3,24722427
13835,Bengaluru,Indiranagar,Apartment,2,2,4237,3645,4,8,22,Unfurnished,3,16.8,4,10,3,31503363
13836,Delhi,Saket,Independent House,5,4,1365,1076,19,25,17,Unfurnished,2,19.7,5,6,9,25815409
13837,Kolkata,New Town,Apartment,1,1,2789,2258,19,33,10,Furnished,1,16.0,1,1,9,20302776
13838,Delhi,Rohini,Builder Floor,5,5,4147,3118,23,34,15,Semi-Furnished,1,3.0,1,3,1,60863461
13839,Bengaluru,HSR Layout,Villa,6,6,1512,1355,13,24,20,Semi-Furnished,0,18.2,9,6,8,31543824
13840,Delhi,Vasant Kunj,Apartment,4,3,2234,2009,9,10,11,Furnished,2,2.2,4,1,4,31726824
13841,Pune,Kharadi,Apartment,1,1,3674,3246,26,28,16,Furnished,2,15.7,7,7,4,30091613
13842,Delhi,Vasant Kunj,Apartment,1,1,1220,1021,11,33,24,Semi-Furnished,3,18.8,4,4,3,9508257
13843,Hyderabad,Gachibowli,Independent House,1,2,3095,2842,27,37,19,Furnished,2,7.7,7,10,2,35294660
13844,Hyderabad,Kukatpally,Independent House,1,2,1461,1130,2,11,6,Semi-Furnished,2,5.8,2,4,7,19090780
13845,Mumbai,Bandra,Villa,6,7,2060,1814,20,24,22,Furnished,0,17.7,2,8,9,66815046
13846,Chennai,OMR,Independent House,4,4,2194,1863,15,17,26,Semi-Furnished,2,16.6,4,10,1,22490008
13847,Mumbai,Borivali,Apartment,5,5,3525,3327,18,28,8,Unfurnished,0,16.6,1,10,9,58232362
13848,Pune,Wakad,Villa,2,3,3618,3367,0,26,27,Unfurnished,3,2.1,1,3,10,46310298
13849,Chennai,Velachery,Villa,6,6,2876,2406,13,22,18,Furnished,1,6.0,6,2,5,55364840
13850,Ahmedabad,Navrangpura,Apartment,5,4,1323,1140,23,35,27,Semi-Furnished,1,17.5,6,8,8,9401701
13851,Hyderabad,Madhapur,Builder Floor,4,3,3036,2490,22,23,14,Furnished,0,14.6,6,5,2,34563998
13852,Bengaluru,Indiranagar,Villa,2,2,2565,2064,29,36,28,Semi-Furnished,0,1.4,7,8,6,36511518
13853,Hyderabad,Madhapur,Apartment,6,6,1508,1245,22,23,16,Semi-Furnished,3,14.5,2,6,8,17391080
13854,Bengaluru,Whitefield,Apartment,5,5,1872,1562,13,33,13,Furnished,2,2.9,1,7,8,25667120
13855,Chennai,Adyar,Apartment,4,3,4212,3237,2,3,5,Semi-Furnished,3,13.7,9,7,9,43519577
13856,Ahmedabad,Bopal,Villa,6,6,838,649,22,35,2,Semi-Furnished,1,11.3,3,6,8,16098491
13857,Bengaluru,HSR Layout,Villa,4,4,1408,1230,28,38,28,Furnished,3,18.9,7,8,7,23838002
13858,Kolkata,Ballygunge,Apartment,4,4,2761,2480,24,26,26,Furnished,3,2.4,4,1,2,18298468
13859,Ahmedabad,Satellite,Apartment,5,4,3845,3155,9,16,14,Furnished,0,3.9,2,9,4,35179510
13860,Pune,Wakad,Villa,6,5,1688,1585,13,27,11,Furnished,0,2.8,2,5,3,36458641
13861,Mumbai,Borivali,Builder Floor,3,2,1200,1071,15,27,22,Furnished,1,1.1,1,2,1,20330531
13862,Delhi,Saket,Builder Floor,2,2,1541,1346,12,29,25,Semi-Furnished,1,10.1,6,1,9,17772078
13863,Delhi,Vasant Kunj,Apartment,3,3,3644,3193,30,37,29,Unfurnished,2,3.9,9,2,6,29625888
13864,Chennai,Velachery,Independent House,4,4,2532,2247,30,38,3,Unfurnished,1,19.3,2,10,6,36646668
13865,Pune,Baner,Apartment,1,1,1443,1118,22,35,0,Unfurnished,0,11.1,5,5,6,12423902
13866,Hyderabad,Kondapur,Apartment,2,3,2054,1852,28,33,15,Semi-Furnished,2,13.6,5,9,5,17694729
13867,Bengaluru,HSR Layout,Apartment,1,1,3808,3307,25,32,16,Furnished,2,7.7,10,2,5,38096279
13868,Hyderabad,Kondapur,Villa,6,7,3364,2914,5,6,22,Semi-Furnished,0,1.6,4,10,4,59301650
13869,Hyderabad,Madhapur,Independent House,5,5,3398,2627,2,37,5,Furnished,2,16.4,4,9,4,64745533
13870,Delhi,Dwarka,Apartment,2,1,3282,2563,25,30,8,Furnished,2,12.4,1,4,3,40547612
13871,Ahmedabad,SG Highway,Villa,3,2,1354,1112,12,19,29,Furnished,2,12.3,7,7,9,14888187
13872,Delhi,Rohini,Apartment,6,6,4056,3446,8,25,25,Furnished,1,19.7,1,9,9,51480932
13873,Pune,Kharadi,Apartment,5,5,1566,1189,1,34,9,Semi-Furnished,3,16.6,7,8,6,17669771
13874,Delhi,Vasant Kunj,Apartment,1,1,1762,1643,5,9,6,Unfurnished,3,16.5,5,2,4,17028322
13875,Delhi,Saket,Apartment,4,3,933,798,11,12,14,Furnished,1,19.7,5,7,3,11651598
13876,Mumbai,Powai,Apartment,2,1,3320,3093,17,37,23,Furnished,1,6.2,1,5,5,40575478
13877,Bengaluru,Whitefield,Villa,1,1,4460,3962,17,26,6,Semi-Furnished,1,8.1,5,7,9,73851608
13878,Delhi,Rohini,Apartment,4,5,3569,3065,27,36,6,Unfurnished,0,1.8,9,5,9,47531246
13879,Hyderabad,Kondapur,Apartment,6,5,3366,2964,29,32,0,Semi-Furnished,0,7.6,6,1,6,44849022
13880,Kolkata,New Town,Apartment,5,5,1066,971,25,33,19,Furnished,2,1.1,7,10,1,8340337
13881,Chennai,Velachery,Independent House,5,6,3639,2908,25,39,4,Unfurnished,0,10.2,10,3,3,51833772
13882,Bengaluru,HSR Layout,Apartment,3,3,2283,2097,2,8,14,Furnished,0,16.6,1,9,4,24302056
13883,Delhi,Dwarka,Apartment,6,6,2794,2273,30,34,16,Unfurnished,3,11.2,7,6,8,37363557
13884,Ahmedabad,Navrangpura,Villa,6,7,4219,3640,7,31,27,Unfurnished,2,17.2,3,6,8,57069952
13885,Chennai,Anna Nagar,Independent House,3,2,1834,1402,19,38,26,Semi-Furnished,3,15.2,7,6,3,19624840
13886,Kolkata,Salt Lake,Apartment,4,5,933,789,21,30,15,Furnished,0,15.1,4,7,7,6976516
13887,Kolkata,Alipore,Apartment,1,1,2767,2523,14,39,2,Furnished,0,15.1,2,8,4,21221372
13888,Ahmedabad,Navrangpura,Apartment,3,3,4037,3789,11,14,7,Unfurnished,0,17.7,5,5,8,29260350
13889,Bengaluru,HSR Layout,Independent House,3,3,3261,2516,26,29,28,Unfurnished,0,2.6,2,4,9,39889317
13890,Kolkata,Salt Lake,Apartment,2,1,3056,2298,7,31,29,Unfurnished,2,9.3,6,8,7,14569765
13891,Delhi,Vasant Kunj,Builder Floor,4,4,3218,2939,27,30,20,Semi-Furnished,2,10.9,6,8,10,45453045
13892,Hyderabad,Madhapur,Apartment,1,1,1990,1662,19,32,11,Semi-Furnished,1,18.2,2,9,3,15645756
13893,Hyderabad,Kondapur,Apartment,6,7,826,654,13,40,29,Furnished,2,17.7,2,5,10,7858682
13894,Hyderabad,Kondapur,Apartment,6,7,2662,2138,12,37,5,Unfurnished,1,3.6,8,5,2,30422227
13895,Bengaluru,Indiranagar,Independent House,6,6,2019,1891,23,24,2,Semi-Furnished,2,3.6,6,1,10,50017326
13896,Chennai,Anna Nagar,Villa,6,6,2398,2112,15,18,21,Unfurnished,0,18.7,1,6,3,36432460
13897,Bengaluru,HSR Layout,Apartment,3,3,3266,2543,3,20,15,Unfurnished,0,5.8,9,5,9,35522544
13898,Delhi,Vasant Kunj,Apartment,2,3,1289,1079,13,16,11,Furnished,2,1.8,2,2,10,15271563
13899,Kolkata,Salt Lake,Apartment,6,6,2001,1860,4,9,26,Semi-Furnished,2,3.0,5,2,2,13928380
13900,Pune,Baner,Villa,2,3,1183,960,1,35,5,Unfurnished,2,8.4,8,8,2,16811043
13901,Ahmedabad,Satellite,Independent House,4,3,1494,1150,12,36,27,Furnished,3,10.9,5,2,2,15060994
13902,Kolkata,Ballygunge,Villa,4,3,864,748,24,28,18,Unfurnished,3,0.9,1,10,10,11094057
13903,Chennai,Velachery,Independent House,6,6,897,698,19,35,5,Furnished,2,0.6,5,2,9,18120483
13904,Kolkata,Alipore,Apartment,6,6,1492,1195,12,30,2,Semi-Furnished,2,13.1,10,6,2,13697466
13905,Ahmedabad,Navrangpura,Apartment,2,2,3159,2409,4,21,13,Unfurnished,0,8.7,4,10,3,18344331
13906,Hyderabad,Gachibowli,Apartment,3,2,4096,3641,7,17,27,Semi-Furnished,2,16.3,1,6,8,26664345
13907,Hyderabad,Kukatpally,Independent House,3,4,3597,3159,1,13,22,Unfurnished,0,18.9,10,8,6,38853118
13908,Hyderabad,Gachibowli,Apartment,2,2,3113,2656,29,37,12,Unfurnished,0,17.5,4,5,7,24107342
13909,Delhi,Saket,Apartment,6,7,2498,2233,25,38,6,Semi-Furnished,0,6.9,2,9,10,38218396
13910,Hyderabad,Kukatpally,Apartment,6,6,1854,1664,1,27,17,Semi-Furnished,1,11.3,6,1,4,20132539
13911,Delhi,Saket,Villa,5,4,4405,4149,17,26,1,Furnished,2,10.0,10,9,10,132245669
13912,Chennai,OMR,Builder Floor,6,5,3722,3322,26,39,15,Furnished,0,14.4,10,5,10,53941090
13913,Mumbai,Borivali,Builder Floor,6,5,2730,2049,14,23,10,Semi-Furnished,3,17.8,1,2,9,64632908
13914,Hyderabad,Gachibowli,Apartment,6,6,844,688,28,36,29,Unfurnished,2,15.1,3,7,6,6110525
13915,Delhi,Vasant Kunj,Apartment,3,2,2074,1740,4,28,30,Unfurnished,3,9.0,8,10,3,16700707
13916,Pune,Baner,Villa,1,1,4371,3635,28,36,23,Furnished,0,5.2,1,10,7,55340557
13917,Pune,Kharadi,Independent House,6,7,2635,2183,21,32,7,Semi-Furnished,3,7.1,9,10,4,39231907
13918,Chennai,Velachery,Apartment,4,4,4332,3696,7,24,18,Unfurnished,2,18.9,9,6,7,31858327
13919,Chennai,Velachery,Apartment,4,4,3591,2814,8,31,10,Semi-Furnished,3,10.4,8,6,4,35046269
13920,Ahmedabad,Satellite,Builder Floor,1,1,3086,2731,13,29,27,Furnished,2,12.8,5,6,2,21551947
13921,Bengaluru,Electronic City,Apartment,1,1,2715,2097,27,34,26,Furnished,3,10.7,7,10,9,24117851
13922,Mumbai,Powai,Villa,4,5,2216,1733,8,32,22,Furnished,2,13.7,5,5,9,60277403
13923,Chennai,Adyar,Apartment,3,3,817,659,25,33,28,Unfurnished,2,3.6,8,1,7,5349409
13924,Hyderabad,Kondapur,Villa,3,3,598,539,9,13,26,Furnished,2,9.6,9,5,10,9879959
13925,Hyderabad,Madhapur,Apartment,5,5,2721,2529,4,38,16,Semi-Furnished,1,2.5,10,1,8,31222118
13926,Chennai,Adyar,Apartment,5,5,2033,1734,8,18,19,Semi-Furnished,0,11.4,6,4,5,17240964
13927,Pune,Kharadi,Builder Floor,4,4,1141,897,25,35,8,Semi-Furnished,1,12.0,8,6,1,11759357
13928,Bengaluru,Indiranagar,Builder Floor,6,7,1459,1309,10,16,3,Furnished,0,4.9,1,5,1,24885244
13929,Ahmedabad,Satellite,Apartment,2,3,2505,2155,22,40,17,Unfurnished,3,18.1,6,2,5,15876079
13930,Hyderabad,Gachibowli,Apartment,4,4,3785,3212,13,19,6,Furnished,3,8.3,4,10,1,42909087
13931,Mumbai,Andheri,Builder Floor,6,6,941,817,5,39,4,Unfurnished,3,4.3,7,9,8,22080479
13932,Mumbai,Bandra,Apartment,2,2,2600,2222,6,32,16,Furnished,0,13.6,10,2,10,33299287
13933,Bengaluru,Electronic City,Independent House,6,6,1286,1162,6,31,17,Furnished,0,4.9,5,4,9,26268818
13934,Chennai,OMR,Apartment,6,6,1110,832,21,39,12,Unfurnished,0,5.7,9,7,9,11319011
13935,Hyderabad,Kondapur,Apartment,4,4,1943,1696,12,13,3,Unfurnished,1,3.1,10,5,7,21329689
13936,Bengaluru,Electronic City,Apartment,6,6,3911,3683,14,31,12,Semi-Furnished,0,13.8,3,8,10,52062827
13937,Ahmedabad,Navrangpura,Apartment,3,3,2373,2050,18,24,7,Furnished,1,0.5,9,4,6,20313924
13938,Hyderabad,Gachibowli,Apartment,4,5,1364,1149,17,32,27,Furnished,0,18.1,4,7,7,10980960
13939,Bengaluru,Whitefield,Apartment,3,4,3438,2930,28,32,10,Furnished,3,17.3,7,5,7,44739399
13940,Hyderabad,Kondapur,Apartment,2,2,760,697,22,26,20,Semi-Furnished,1,2.3,6,6,3,5770027
13941,Pune,Hinjewadi,Apartment,4,5,1903,1600,27,37,1,Unfurnished,2,11.4,1,1,4,20146316
13942,Kolkata,Ballygunge,Apartment,2,1,3803,2949,19,28,12,Unfurnished,3,11.6,1,4,3,22352933
13943,Pune,Kharadi,Builder Floor,5,5,2980,2247,22,37,3,Unfurnished,3,9.8,3,10,3,32662041
13944,Bengaluru,Indiranagar,Independent House,5,6,1381,1222,25,40,9,Semi-Furnished,1,2.1,9,4,9,27689424
13945,Mumbai,Bandra,Apartment,2,2,4334,3361,13,38,25,Unfurnished,1,16.8,3,2,6,41838612
13946,Kolkata,Ballygunge,Villa,6,5,1612,1399,23,29,10,Semi-Furnished,3,3.6,5,4,1,26081963
13947,Chennai,OMR,Builder Floor,5,5,3725,2992,15,33,1,Furnished,1,16.8,1,5,7,64457230
13948,Chennai,Anna Nagar,Villa,1,2,1468,1191,2,18,24,Furnished,1,1.3,10,7,3,18282969
13949,Ahmedabad,SG Highway,Villa,6,5,609,484,15,20,14,Furnished,1,17.1,3,9,10,12315308
13950,Bengaluru,Electronic City,Apartment,2,2,2734,2307,30,32,12,Unfurnished,2,7.8,5,1,4,26739328
13951,Mumbai,Borivali,Villa,5,5,1511,1235,29,35,28,Unfurnished,0,18.4,10,2,8,31536059
13952,Bengaluru,HSR Layout,Apartment,5,5,2076,1615,13,20,29,Unfurnished,2,15.8,7,5,6,18860485
13953,Pune,Wakad,Villa,6,6,4365,4091,1,12,7,Furnished,1,14.6,7,5,4,105776829
13954,Pune,Hinjewadi,Apartment,3,2,4150,3218,26,31,30,Furnished,0,16.3,10,6,8,32899738
13955,Bengaluru,Whitefield,Apartment,5,4,2602,1962,25,32,2,Unfurnished,0,9.1,7,9,2,32863198
13956,Ahmedabad,Bopal,Builder Floor,4,5,2819,2286,4,7,29,Furnished,1,12.3,7,7,6,22807402
13957,Hyderabad,Kukatpally,Apartment,4,4,1365,1142,18,22,19,Semi-Furnished,1,0.3,5,5,9,11925586
13958,Hyderabad,Madhapur,Builder Floor,3,3,3512,2717,22,31,1,Unfurnished,1,3.6,9,2,8,45849364
13959,Ahmedabad,Bopal,Builder Floor,6,7,1609,1458,22,36,4,Semi-Furnished,3,2.0,10,6,9,22428828
13960,Pune,Hinjewadi,Apartment,5,5,2560,1987,22,25,14,Semi-Furnished,2,12.3,9,2,5,25136995
13961,Chennai,Adyar,Apartment,2,1,1223,1038,26,27,25,Semi-Furnished,3,17.2,7,9,4,7456217
13962,Chennai,Velachery,Apartment,5,5,2432,2098,23,28,25,Semi-Furnished,2,5.4,8,10,5,20178732
13963,Ahmedabad,Navrangpura,Builder Floor,3,3,2476,2008,14,15,5,Unfurnished,3,18.6,7,9,4,22742425
13964,Kolkata,Ballygunge,Villa,3,3,3933,3081,13,17,23,Semi-Furnished,0,18.2,5,7,8,42561590
13965,Chennai,OMR,Villa,2,2,637,576,2,4,7,Furnished,2,6.1,10,3,5,10921834
13966,Kolkata,Ballygunge,Apartment,2,1,1464,1144,12,13,2,Semi-Furnished,2,15.6,7,3,6,10841081
13967,Ahmedabad,Satellite,Apartment,1,2,2740,2537,1,15,21,Unfurnished,3,19.9,1,2,9,15258885
13968,Mumbai,Borivali,Apartment,3,2,1414,1064,14,26,9,Unfurnished,1,8.0,7,6,10,21715068
13969,Hyderabad,Madhapur,Apartment,6,5,1487,1339,7,17,14,Furnished,2,13.0,7,5,10,17507303
13970,Delhi,Vasant Kunj,Independent House,6,6,870,709,29,31,0,Unfurnished,1,1.2,10,3,9,20351529
13971,Delhi,Vasant Kunj,Apartment,4,5,3972,3274,14,32,28,Unfurnished,3,19.9,3,3,3,33849384
13972,Chennai,Anna Nagar,Independent House,5,5,3109,2695,3,40,7,Semi-Furnished,0,7.6,9,3,5,50717394
13973,Ahmedabad,Bopal,Villa,5,5,3055,2847,14,34,28,Furnished,0,19.0,10,7,7,39487481
13974,Delhi,Saket,Apartment,1,2,935,876,11,39,5,Unfurnished,2,10.0,5,5,1,8827776
13975,Kolkata,Salt Lake,Builder Floor,3,3,3309,2638,6,33,5,Furnished,3,7.0,7,1,8,36157472
13976,Bengaluru,Whitefield,Apartment,6,5,765,620,15,27,9,Semi-Furnished,2,10.3,4,9,3,10180960
13977,Kolkata,Salt Lake,Apartment,3,2,3345,3026,23,39,18,Furnished,2,4.1,3,2,4,25309308
13978,Delhi,Saket,Apartment,6,6,3458,3162,25,33,0,Furnished,0,11.2,2,1,1,59789354
13979,Ahmedabad,Satellite,Apartment,4,5,2298,2008,30,40,1,Unfurnished,3,14.3,8,9,6,19779335
13980,Delhi,Rohini,Apartment,2,2,3248,2956,29,34,27,Semi-Furnished,3,16.0,4,2,9,28071909
13981,Chennai,Anna Nagar,Apartment,2,2,1826,1715,5,40,5,Unfurnished,1,9.7,10,5,6,16176982
13982,Bengaluru,Whitefield,Apartment,4,5,3586,2801,20,31,16,Furnished,3,10.9,7,3,7,43016914
13983,Chennai,Velachery,Independent House,3,3,3766,3377,1,18,26,Unfurnished,2,3.3,4,4,1,36976723
13984,Pune,Wakad,Apartment,5,5,1521,1377,18,29,2,Furnished,1,2.5,7,1,2,19091514
13985,Hyderabad,Madhapur,Independent House,1,1,1256,1054,29,40,28,Furnished,0,2.8,5,5,8,13293375
13986,Chennai,Velachery,Builder Floor,6,7,1397,1192,6,19,12,Unfurnished,3,7.5,8,1,10,17096825
13987,Mumbai,Borivali,Apartment,6,5,3737,3257,6,22,30,Furnished,1,15.1,6,5,3,51763124
13988,Bengaluru,Whitefield,Apartment,2,2,2910,2631,24,26,18,Semi-Furnished,2,3.6,4,4,10,30166542
13989,Pune,Kharadi,Villa,3,3,2565,2373,6,33,27,Semi-Furnished,1,9.1,3,9,4,30377546
13990,Ahmedabad,SG Highway,Apartment,2,1,3793,3173,30,37,20,Unfurnished,0,8.2,7,3,4,20228277
13991,Bengaluru,Indiranagar,Villa,2,2,4222,3438,18,22,4,Furnished,3,12.2,10,6,1,83816454
13992,Delhi,Saket,Villa,1,2,1427,1166,8,17,8,Unfurnished,0,4.5,7,8,9,24653933
13993,Hyderabad,Madhapur,Independent House,4,4,2645,2166,15,30,26,Furnished,0,1.2,10,2,6,36366833
13994,Kolkata,Ballygunge,Independent House,1,1,1452,1247,10,30,24,Semi-Furnished,0,0.3,3,10,3,10237154
13995,Bengaluru,Whitefield,Builder Floor,1,1,817,753,8,35,26,Unfurnished,0,5.8,7,10,6,6895619
13996,Bengaluru,Whitefield,Apartment,6,7,3060,2639,2,18,26,Unfurnished,0,8.8,7,1,6,32019999
13997,Mumbai,Powai,Builder Floor,1,1,1976,1673,1,40,9,Semi-Furnished,2,5.7,8,1,6,31354753
13998,Ahmedabad,SG Highway,Apartment,1,1,3205,2689,4,30,2,Unfurnished,0,13.0,5,4,7,21504878
13999,Pune,Kharadi,Apartment,1,1,940,889,17,40,12,Unfurnished,2,19.7,2,3,4,6525599
14000,Kolkata,Salt Lake,Apartment,4,4,4284,3691,15,19,15,Furnished,0,13.3,8,7,2,33098805
14001,Hyderabad,Kondapur,Apartment,2,2,4301,3846,20,25,23,Unfurnished,2,18.5,2,5,10,29466058
14002,Mumbai,Borivali,Villa,4,4,1590,1380,25,29,3,Semi-Furnished,0,3.5,6,10,9,51231337
14003,Chennai,Anna Nagar,Villa,2,2,3483,2669,10,39,9,Semi-Furnished,3,1.4,1,5,6,59950507
14004,Kolkata,Salt Lake,Independent House,6,6,1668,1550,1,31,21,Semi-Furnished,3,10.5,10,1,1,19139864
14005,Ahmedabad,SG Highway,Apartment,2,2,1304,1094,2,5,24,Furnished,0,3.7,9,3,8,9563126
14006,Kolkata,New Town,Independent House,1,1,3509,3016,21,36,23,Semi-Furnished,0,5.4,10,1,8,27243638
14007,Chennai,Adyar,Independent House,3,3,2774,2114,28,38,10,Semi-Furnished,0,1.8,9,1,8,38068863
14008,Delhi,Saket,Villa,3,4,2044,1901,0,33,7,Semi-Furnished,3,5.8,1,9,7,43505616
14009,Hyderabad,Madhapur,Independent House,4,3,3653,3329,22,39,18,Unfurnished,2,9.7,4,6,5,44900355
14010,Mumbai,Andheri,Apartment,2,2,2291,1942,2,40,6,Furnished,3,3.5,8,3,9,42054978
14011,Hyderabad,Madhapur,Apartment,2,2,589,496,3,22,18,Semi-Furnished,1,10.0,2,3,6,4461284
14012,Delhi,Saket,Independent House,4,3,746,684,10,29,15,Semi-Furnished,1,1.7,4,8,9,15256379
14013,Pune,Hinjewadi,Independent House,5,4,850,799,0,20,30,Unfurnished,0,19.7,10,7,9,8598315
14014,Kolkata,New Town,Builder Floor,6,6,1856,1756,11,21,17,Unfurnished,3,17.1,7,2,3,15666175
14015,Delhi,Dwarka,Apartment,5,6,4497,4224,14,30,1,Semi-Furnished,3,4.2,3,8,6,69035760
14016,Pune,Hinjewadi,Apartment,2,2,1790,1583,25,38,10,Unfurnished,3,7.4,7,2,6,14594112
14017,Chennai,OMR,Apartment,2,2,4381,3940,30,40,14,Furnished,2,4.8,6,9,4,39082555
14018,Ahmedabad,SG Highway,Apartment,6,6,679,546,30,39,20,Unfurnished,3,14.1,8,6,4,5217759
14019,Kolkata,Salt Lake,Builder Floor,6,5,1047,880,28,39,21,Furnished,2,4.8,2,7,2,10175226
14020,Pune,Kharadi,Apartment,1,2,1646,1518,18,38,2,Unfurnished,1,15.4,10,9,7,13303827
14021,Hyderabad,Kukatpally,Apartment,5,5,1865,1689,13,33,2,Furnished,0,19.6,3,9,7,23620861
14022,Ahmedabad,Navrangpura,Apartment,1,1,714,637,11,37,18,Furnished,3,8.9,7,2,8,4498792
14023,Hyderabad,Madhapur,Apartment,1,1,4392,3378,28,40,22,Semi-Furnished,0,7.2,2,4,5,28027343
14024,Bengaluru,Indiranagar,Apartment,5,6,3373,3159,24,25,18,Unfurnished,3,2.2,7,4,5,39530073
14025,Bengaluru,Indiranagar,Apartment,6,6,1638,1443,25,39,24,Semi-Furnished,2,15.1,6,10,2,15683029
14026,Bengaluru,HSR Layout,Apartment,3,3,1139,874,30,36,3,Semi-Furnished,2,10.5,5,2,1,14435917
14027,Hyderabad,Madhapur,Independent House,1,1,3587,3279,12,26,17,Furnished,1,14.5,2,5,9,42850151
14028,Hyderabad,Kondapur,Builder Floor,2,2,3937,3736,23,28,19,Unfurnished,1,8.1,10,7,4,32611227
14029,Delhi,Dwarka,Apartment,4,5,854,776,28,30,17,Unfurnished,3,15.6,1,10,2,9199363
14030,Bengaluru,HSR Layout,Apartment,5,5,4204,3249,0,21,23,Semi-Furnished,0,14.6,1,5,7,47290082
14031,Ahmedabad,Navrangpura,Builder Floor,6,6,3787,2963,17,37,25,Unfurnished,2,3.2,3,4,7,35163957
14032,Pune,Baner,Apartment,1,1,2353,2222,25,40,10,Unfurnished,3,7.4,2,2,2,17465392
14033,Bengaluru,Whitefield,Builder Floor,2,1,712,662,29,37,19,Furnished,2,11.9,4,4,10,9342956
14034,Delhi,Rohini,Apartment,1,1,4044,3453,4,37,12,Furnished,3,14.5,7,7,1,37683259
14035,Bengaluru,HSR Layout,Apartment,3,4,3741,3144,9,20,6,Semi-Furnished,1,18.0,3,8,9,43138608
14036,Bengaluru,Electronic City,Independent House,4,4,4461,4047,8,10,19,Furnished,3,16.7,2,2,10,76064539
14037,Pune,Wakad,Builder Floor,5,6,2690,2550,6,33,19,Unfurnished,1,2.5,9,5,8,31211146
14038,Kolkata,Salt Lake,Apartment,4,5,3921,3615,15,26,17,Furnished,0,8.4,7,10,7,30557172
14039,Ahmedabad,Satellite,Apartment,4,3,4287,3896,10,29,30,Semi-Furnished,1,19.9,1,2,10,26896242
14040,Chennai,OMR,Builder Floor,3,3,3850,2983,29,39,4,Unfurnished,0,4.6,7,5,6,43593576
14041,Ahmedabad,Navrangpura,Villa,5,6,1355,1071,29,32,25,Furnished,1,1.4,6,10,8,18786261
14042,Kolkata,New Town,Apartment,4,4,1144,988,5,24,17,Semi-Furnished,3,15.1,5,5,7,7973311
14043,Bengaluru,Electronic City,Villa,4,3,1991,1681,24,34,20,Semi-Furnished,3,1.6,3,10,5,40673303
14044,Kolkata,Salt Lake,Apartment,2,2,914,747,2,33,20,Unfurnished,2,12.8,4,10,5,4851491
14045,Kolkata,Alipore,Apartment,3,3,1466,1331,5,19,11,Semi-Furnished,1,4.5,7,9,10,11310911
14046,Bengaluru,Whitefield,Apartment,3,3,2448,1856,16,22,22,Furnished,0,6.0,10,1,5,24175600
14047,Hyderabad,Kondapur,Villa,3,2,2231,1863,16,32,17,Furnished,0,18.2,3,7,5,35621012
